frame,throttle,steer,brake
90788,0.0,0.0,0.0
90789,0.0,0.0,0.0
90790,0.699999988079071,0.019310208037495613,0.0
90791,0.699999988079071,0.019320931285619736,0.0
90792,0.699999988079071,0.019329508766531944,0.0
90793,0.699999988079071,0.019349347800016403,0.0
90794,0.699999988079071,0.01936168037354946,0.0
90795,0.699999988079071,0.01937454752624035,0.0
90796,0.699999988079071,0.01938956044614315,0.0
90797,0.699999988079071,0.01943245157599449,0.0
90801,0.699999988079071,0.01944103091955185,0.0
90802,0.699999988079071,0.019449608400464058,0.0
90803,0.699999988079071,0.01946164481341839,0.0
90804,0.699999988079071,0.019472666084766388,0.0
90805,0.699999988079071,0.019482852891087532,0.0
90806,0.699999988079071,0.01949572190642357,0.0
90807,0.699999988079071,0.019508590921759605,0.0
90808,0.699999988079071,0.019524140283465385,0.0
90809,0.699999988079071,0.019536472856998444,0.0
90810,0.699999988079071,0.019558457657694817,0.0
90811,0.699999988079071,0.019569717347621918,0.0
90812,0.699999988079071,0.019582586362957954,0.0
90813,0.699999988079071,0.019593847915530205,0.0
90814,0.699999988079071,0.019604036584496498,0.0
90815,0.699999988079071,0.019616905599832535,0.0
90816,0.699999988079071,0.019627630710601807,0.0
90817,0.699999988079071,0.019640499725937843,0.0
90818,0.699999988079071,0.01965336874127388,0.0
90819,0.699999988079071,0.019666237756609917,0.0
90820,0.699999988079071,0.019679106771945953,0.0
90821,0.699999988079071,0.01969197578728199,0.0
90822,0.699999988079071,0.019704844802618027,0.0
90823,0.699999988079071,0.01971503347158432,0.0
90824,0.699999988079071,0.019727902486920357,0.0
90825,0.699999988079071,0.01974988728761673,0.0
90826,0.699999988079071,0.019767582416534424,0.0
90827,0.699999988079071,0.01978420466184616,0.0
90828,0.699999988079071,0.019805653020739555,0.0
90829,0.699999988079071,0.019821204245090485,0.0
90830,0.699999988079071,0.01983407512307167,0.0
90831,0.699999988079071,0.01984640769660473,0.0
90832,0.699999988079071,0.019859813153743744,0.0
90833,0.699999988079071,0.01987268403172493,0.0
90836,0.699999988079071,0.019929002970457077,0.0
90838,0.699999988079071,0.01993544213473797,0.0
90839,0.699999988079071,0.01994832046329975,0.0
90840,0.699999988079071,0.01995905302464962,0.0
90841,0.699999988079071,0.0202811136841774,0.0
90842,0.699999988079071,0.021190311759710312,0.0
90843,0.699999988079071,0.02133493684232235,0.0
90844,0.699999988079071,0.02229003608226776,0.0
90845,0.699999988079071,0.02240585722029209,0.0
90846,0.699999988079071,0.02333686128258705,0.0
90847,0.699999988079071,0.02633453533053398,0.0
90848,0.699999988079071,0.024381525814533234,0.0
90849,0.699999988079071,0.025337906554341316,0.0
90850,0.699999988079071,0.025406382977962494,0.0
90851,0.699999988079071,0.026376239955425262,0.0
90852,0.699999988079071,0.027380207553505898,0.0
90853,0.699999988079071,0.028418496251106262,0.0
90854,0.699999988079071,0.028550095856189728,0.0
90855,0.699999988079071,0.029578063637018204,0.0
90856,0.699999988079071,0.03060551919043064,0.0
90857,0.699999988079071,0.030695071443915367,0.0
90858,0.699999988079071,0.031739961355924606,0.0
90859,0.699999988079071,0.032789092510938644,0.0
