frame,throttle,steer,brake
42700,0.0,0.0,0.0
42701,0.0,0.0,0.0
42702,0.699999988079071,-0.00377113395370543,0.0
42703,0.699999988079071,-0.0037736466620117426,0.0
42704,0.699999988079071,-0.003776159370318055,0.0
42705,0.699999988079071,-0.003778554033488035,0.0
42706,0.699999988079071,-0.003780529834330082,0.0
42707,0.699999988079071,-0.00378304161131382,0.0
42708,0.699999988079071,-0.003785972250625491,0.0
42709,0.699999988079071,-0.0037889028899371624,0.0
42710,0.699999988079071,-0.003791414899751544,0.0
42711,0.699999988079071,-0.00379500025883317,0.0
42712,0.699999988079071,-0.0037975129671394825,0.0
42713,0.699999988079071,-0.0038004445377737284,0.0
42714,0.699999988079071,-0.003802957246080041,0.0
42715,0.699999988079071,-0.0038054699543863535,0.0
42716,0.699999988079071,-0.003807445988059044,0.0
42717,0.699999988079071,-0.003809958230704069,0.0
42718,0.699999988079071,-0.0038130071479827166,0.0
42719,0.699999988079071,-0.003815519856289029,0.0
42720,0.699999988079071,-0.003818451426923275,0.0
42721,0.699999988079071,-0.0038210819475352764,0.0
42722,0.699999988079071,-0.0038235951215028763,0.0
42723,0.699999988079071,-0.003825689200311899,0.0
42724,0.699999988079071,-0.003828202374279499,0.0
42725,0.699999988079071,-0.0038307153154164553,0.0
42726,0.699999988079071,-0.0038336473517119884,0.0
42727,0.699999988079071,-0.0038357414305210114,0.0
42728,0.699999988079071,-0.0038382546044886112,0.0
42729,0.699999988079071,-0.0038411864079535007,0.0
42730,0.699999988079071,-0.0038436995819211006,0.0
42731,0.699999988079071,-0.00384663138538599,0.0
42732,0.699999988079071,-0.0038487256970256567,0.0
42733,0.699999988079071,-0.003851238638162613,0.0
42734,0.699999988079071,-0.003853751812130213,0.0
42735,0.699999988079071,-0.003856264753267169,0.0
42736,0.699999988079071,-0.0038583590649068356,0.0
42737,0.699999988079071,-0.0038608722388744354,0.0
42738,0.699999988079071,-0.0038629663176834583,0.0
42739,0.699999988079071,-0.003866316983476281,0.0
42740,0.699999988079071,-0.0038692490197718143,0.0
42741,0.699999988079071,-0.003872180823236704,0.0
42742,0.699999988079071,-0.003875112859532237,0.0
42743,0.699999988079071,-0.00387846352532506,0.0
42744,0.699999988079071,-0.0038809766992926598,0.0
42745,0.699999988079071,-0.003884026315063238,0.0
42746,0.699999988079071,-0.003886421909555793,0.0
42747,0.699999988079071,-0.0038889350835233927,0.0
42748,0.699999988079071,-0.0038909113500267267,0.0
42749,0.699999988079071,-0.0039117890410125256,0.0
42750,0.699999988079071,-0.003950700629502535,0.0
42751,0.699999988079071,-0.004009495489299297,0.0
42752,0.699999988079071,-0.004086387809365988,0.0
42753,0.699999988079071,-0.004166215658187866,0.0
42754,0.699999988079071,-0.004255307372659445,0.0
42755,0.699999988079071,-0.0041776373982429504,0.0
42756,0.699999988079071,-0.00424609612673521,0.0
42757,0.699999988079071,-0.004159203730523586,0.0
42758,0.699999988079071,-0.004210184328258038,0.0
42759,0.699999988079071,-0.0041114576160907745,0.0
42760,0.699999988079071,-0.00415684562176466,0.0
42761,0.699999988079071,-0.004054414574056864,0.0
42762,0.699999988079071,-0.004097798373550177,0.0
42763,0.699999988079071,-0.0038556959480047226,0.0
42764,0.699999988079071,-0.0038941139355301857,0.0
42765,0.699999988079071,-0.003799192374572158,0.0
42766,0.699999988079071,-0.003841737750917673,0.0
42767,0.699999988079071,-0.003889676881954074,0.0
42768,0.699999988079071,-0.0038009064737707376,0.0
42769,0.699999988079071,-0.0038553790654987097,0.0
42770,0.699999988079071,-0.00376711948774755,0.0
