frame,throttle,steer,brake
83874,0.0,0.0,0.0
83875,0.0,0.0,0.0
83876,0.699999988079071,0.003845850471407175,0.0
83877,0.699999988079071,0.0038479859940707684,0.0
83878,0.699999988079071,0.0038505487609654665,0.0
83879,0.699999988079071,0.003861161880195141,0.0
83880,0.699999988079071,0.0038700620643794537,0.0
83881,0.699999988079071,0.0038737074937671423,0.0
83882,0.699999988079071,0.003878319403156638,0.0
83883,0.699999988079071,0.003878854215145111,0.0
83884,0.699999988079071,0.0038799250032752752,0.0
83885,0.699999988079071,0.00388045865111053,0.0
83886,0.699999988079071,0.003878627438098192,0.0
83887,0.699999988079071,0.0038784027565270662,0.0
83888,0.699999988079071,0.003880540607497096,0.0
83889,0.699999988079071,0.0038787038065493107,0.0
83890,0.699999988079071,0.0038775093853473663,0.0
83891,0.699999988079071,0.0038756653666496277,0.0
83892,0.699999988079071,0.003875427646562457,0.0
83893,0.699999988079071,0.003875835333019495,0.0
83894,0.699999988079071,0.003876130096614361,0.0
83895,0.699999988079071,0.003878771560266614,0.0
83896,0.699999988079071,0.0038802484050393105,0.0
83897,0.699999988079071,0.0038743228651583195,0.0
83898,0.699999988079071,0.0038751440588384867,0.0
83899,0.699999988079071,0.0038767263758927584,0.0
83900,0.699999988079071,0.003880765987560153,0.0
83901,0.699999988079071,0.0038810493424534798,0.0
83902,0.699999988079071,0.0038831669371575117,0.0
83903,0.699999988079071,0.0038857082836329937,0.0
83904,0.699999988079071,0.0038882496301084757,0.0
83905,0.699999988079071,0.003889180952683091,0.0
83906,0.699999988079071,0.003890534397214651,0.0
83907,0.699999988079071,0.003893269458785653,0.0
83908,0.699999988079071,0.0038930103182792664,0.0
83909,0.699999988079071,0.003895318601280451,0.0
83910,0.699999988079071,0.003898699302226305,0.0
83911,0.699999988079071,0.0038993165362626314,0.0
83912,0.699999988079071,0.003909477964043617,0.0
83913,0.699999988079071,0.003908488899469376,0.0
83914,0.699999988079071,0.003909417428076267,0.0
83915,0.699999988079071,0.003911531530320644,0.0
83916,0.699999988079071,0.003912459127604961,0.0
83917,0.699999988079071,0.00391434459015727,0.0
83918,0.699999988079071,0.00391753064468503,0.0
83919,0.699999988079071,0.003922100178897381,0.0
83920,0.699999988079071,0.0039262473583221436,0.0
83921,0.699999988079071,0.0039259884506464005,0.0
83922,0.699999988079071,0.003931744955480099,0.0
83923,0.699999988079071,0.003937502857297659,0.0
83924,0.699999988079071,0.003942613955587149,0.0
83925,0.699999988079071,0.003945579286664724,0.0
83926,0.699999988079071,0.0039525278843939304,0.0
83927,0.699999988079071,0.003956345841288567,0.0
